RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,12/31/2023,2/29/2024,11/30/2024
394810,348,"Lumberton, NC",msa,NC,11/30/2023,-0.1,0.1,1.5
394778,349,"Lawrence, KS",msa,KS,11/30/2023,0,-0.3,-0.4
394635,350,"Goldsboro, NC",msa,NC,11/30/2023,0,-0.3,-1.1
395213,351,"Watertown, NY",msa,NY,11/30/2023,0.4,0.1,-1
395089,352,"Sheboygan, WI",msa,WI,11/30/2023,0.2,0.2,0.4
395217,353,"Weirton, WV",msa,OH,11/30/2023,0.2,0.4,-0.5
394867,354,"Missoula, MT",msa,MT,11/30/2023,-0.4,-1.4,0.9
394407,356,"Bozeman, MT",msa,MT,11/30/2023,0,-0.7,0.1
394333,357,"Anniston, AL",msa,AL,11/30/2023,-0.1,-0.4,-2.1
394374,358,"Beckley, WV",msa,WV,11/30/2023,0.7,1.5,2.2
395225,359,"Williamsport, PA",msa,PA,11/30/2023,-0.1,-0.7,-2.5
394423,360,"Brunswick, GA",msa,GA,11/30/2023,0.1,0.2,1.2
395173,361,"Twin Falls, ID",msa,ID,11/30/2023,-0.1,-0.4,2.2
753872,361,"California, MD",msa,MD,11/30/2023,-0.3,-1,-3.1
394495,363,"Cookeville, TN",msa,TN,11/30/2023,0,0.3,1.9
394893,364,"Muncie, IN",msa,IN,11/30/2023,-0.3,-0.4,0.2
394857,365,"Michigan City, IN",msa,IN,11/30/2023,-0.3,-0.5,-0.1
395039,366,"Roseburg, OR",msa,OR,11/30/2023,-0.1,-0.5,-0.1
394788,367,"Lewiston, ME",msa,ME,11/30/2023,0.3,0.5,3.2
394804,368,"Longview, WA",msa,WA,11/30/2023,-0.1,-0.4,0.1
394932,369,"Ogdensburg, NY",msa,NY,11/30/2023,0.3,-0.4,-1.2
394734,370,"Kankakee, IL",msa,IL,11/30/2023,0.1,-0.1,-1.1
394396,371,"Bluefield, WV",msa,VA,11/30/2023,0.2,0.2,0.6
395095,372,"Show Low, AZ",msa,AZ,11/30/2023,-0.2,-0.9,1.6
395023,373,"Richmond, KY",msa,KY,11/30/2023,0.3,0.3,-0.1
395168,374,"Tullahoma, TN",msa,TN,11/30/2023,0.1,0.3,2.8
395222,375,"Whitewater, WI",msa,WI,11/30/2023,0,0,0.2
394709,376,"Ithaca, NY",msa,NY,11/30/2023,0.1,-0.6,-1.6
394637,377,"Grand Forks, ND",msa,MN,11/30/2023,-0.5,-1.8,-5.6
394524,378,"Decatur, IL",msa,IL,11/30/2023,0.5,0.5,-1.7
394762,379,"LaGrange, GA",msa,GA,11/30/2023,0.3,0.6,1.8
394369,380,"Bay City, MI",msa,MI,11/30/2023,0.4,0.5,1.1
394599,381,"Fond du Lac, WI",msa,WI,11/30/2023,0.1,-0.1,0
394630,382,"Gettysburg, PA",msa,PA,11/30/2023,-0.1,-0.4,-1.6
394620,383,"Gadsden, AL",msa,AL,11/30/2023,0.3,0.4,0.2
394733,384,"Kalispell, MT",msa,MT,11/30/2023,-0.5,-1.8,2.1
394518,385,"Danville, VA",msa,VA,11/30/2023,0.4,0.6,1.7
394823,386,"Mankato, MN",msa,MN,11/30/2023,0,-0.3,-1.7
394794,387,"Lima, OH",msa,OH,11/30/2023,0.2,0.1,0
753915,388,"Salem, OH",msa,OH,11/30/2023,0.2,0.1,-0.9
395166,389,"Truckee, CA",msa,CA,11/30/2023,-0.5,-1.9,-4.2
395080,390,"Sebring, FL",msa,FL,11/30/2023,0.2,0,2.5
394462,391,"Cheyenne, WY",msa,WY,11/30/2023,-0.1,-0.9,-3
394689,392,"Hot Springs, AR",msa,AR,11/30/2023,-0.1,-0.3,1.2
394302,393,"Adrian, MI",msa,MI,11/30/2023,0,-0.1,-0.6
395090,394,"Shelby, NC",msa,NC,11/30/2023,-0.7,-0.7,1.9
394542,396,"Dubuque, IA",msa,IA,11/30/2023,-0.2,-1,-2.4
394852,397,"Meridian, MS",msa,MS,11/30/2023,-1,-2.4,-5.8
753912,398,"Pinehurst, NC",msa,NC,11/30/2023,0,-0.1,1.8
394953,399,"Paducah, KY",msa,KY,11/30/2023,0.3,0.2,-0.6
395190,400,"Victoria, TX",msa,TX,11/30/2023,-0.1,-0.6,-2
395038,401,"Rome, GA",msa,GA,11/30/2023,0.3,0.8,2.4
395086,402,"Sevierville, TN",msa,TN,11/30/2023,-0.3,-1.3,2.2
394882,403,"Moses Lake, WA",msa,WA,11/30/2023,0,-0.1,1.5
394340,404,"Ashtabula, OH",msa,OH,11/30/2023,0,0,0.6
394441,405,"Cape Girardeau, MO",msa,MO,11/30/2023,-0.2,-1,-2.2
394311,406,"Albertville, AL",msa,AL,11/30/2023,0.2,0.1,0.9
394580,407,"Fairbanks, AK",msa,AK,11/30/2023,-0.5,-2.1,-6.2
394410,408,"Brainerd, MN",msa,MN,11/30/2023,-0.3,-0.6,0.2
394513,409,"Cumberland, MD",msa,MD,11/30/2023,0,-0.1,-1.2
394928,410,"Ocean City, NJ",msa,NJ,11/30/2023,0.1,0,1.9
394505,411,"Corvallis, OR",msa,OR,11/30/2023,-0.1,-0.4,-0.8
394988,412,"Pocatello, ID",msa,ID,11/30/2023,0.3,0.3,3.3
394501,413,"Corning, NY",msa,NY,11/30/2023,-0.1,-1,-2.1
394911,414,"New Philadelphia, OH",msa,OH,11/30/2023,0.2,-0.2,-0.8
395140,415,"Sunbury, PA",msa,PA,11/30/2023,-1.5,-2.5,-5.7
395175,416,"Ukiah, CA",msa,CA,11/30/2023,-1,-3.1,-7.8
753887,417,"Hermiston, OR",msa,OR,11/30/2023,-0.1,-0.3,0.4
394469,418,"Clarksburg, WV",msa,WV,11/30/2023,-0.3,-0.7,-3.4
394964,419,"Parkersburg, WV",msa,WV,11/30/2023,0.2,0.1,-1.3
394373,420,"Beaver Dam, WI",msa,WI,11/30/2023,-0.1,0,-0.1
394980,421,"Pine Bluff, AR",msa,AR,11/30/2023,-0.4,-0.8,-2.6
394641,422,"Grants Pass, OR",msa,OR,11/30/2023,-0.2,-0.9,-2.6
394511,424,"Cullman, AL",msa,AL,11/30/2023,-0.4,-1.1,-1.5
394809,425,"Lufkin, TX",msa,TX,11/30/2023,-0.4,-0.7,-0.6
395248,426,"Zanesville, OH",msa,OH,11/30/2023,0.3,0.5,1.1
394907,427,"New Castle, PA",msa,PA,11/30/2023,0.2,0.2,-0.4
394925,428,"Oak Harbor, WA",msa,WA,11/30/2023,-0.2,-0.8,-1.1
394942,429,"Orangeburg, SC",msa,SC,11/30/2023,0.2,-0.1,-1
395212,430,"Watertown, WI",msa,WI,11/30/2023,-0.2,-0.4,-0.6
394847,431,"Meadville, PA",msa,PA,11/30/2023,-0.9,-1.9,-3.5
394568,432,"Elmira, NY",msa,NY,11/30/2023,0.2,-0.3,-1.8
394644,433,"Great Falls, MT",msa,MT,11/30/2023,0.3,0.6,1.6
394776,434,"Laurel, MS",msa,MS,11/30/2023,-1.1,-2.6,-5.6
395042,435,"Russellville, AR",msa,AR,11/30/2023,-0.2,-0.5,-2.4
394704,436,"Indiana, PA",msa,PA,11/30/2023,0.3,0.1,-2
394859,437,"Midland, MI",msa,MI,11/30/2023,0.2,0.2,0.2
394755,438,"Kokomo, IN",msa,IN,11/30/2023,0,0.2,0.1
394395,439,"Bloomsburg, PA",msa,PA,11/30/2023,-0.1,-0.4,-2.7
394941,440,"Opelousas, LA",msa,LA,11/30/2023,-1.1,-2.4,-7.5
394675,441,"Helena, MT",msa,MT,11/30/2023,-0.3,-0.8,1.1
394744,442,"Key West, FL",msa,FL,11/30/2023,0.1,0,2.6
395145,443,"Talladega, AL",msa,AL,11/30/2023,-0.2,-0.5,-0.8
395133,444,"Stillwater, OK",msa,OK,11/30/2023,0,-0.5,-1.9
394489,445,"Columbus, IN",msa,IN,11/30/2023,0,0,0
394345,446,"Athens, TX",msa,TX,11/30/2023,-0.6,-1.6,-1.8
394452,447,"Centralia, WA",msa,WA,11/30/2023,0.1,-0.1,1.8
394822,448,"Manitowoc, WI",msa,WI,11/30/2023,0.3,0.6,1.8
394682,449,"Hinesville, GA",msa,GA,11/30/2023,0.2,-0.1,1.6
394541,450,"DuBois, PA",msa,PA,11/30/2023,-0.7,-1.7,-6.1
395205,451,"Warsaw, IN",msa,IN,11/30/2023,-0.3,-0.5,-0.5
394986,452,"Plattsburgh, NY",msa,NY,11/30/2023,0.1,-0.4,-1.2
395126,453,"Statesboro, GA",msa,GA,11/30/2023,0.5,0.6,2.3
394445,454,"Casper, WY",msa,WY,11/30/2023,0,-0.5,-1.6
395231,455,"Wilson, NC",msa,NC,11/30/2023,0.1,0.2,2.6
753881,456,"Glenwood Springs, CO",msa,CO,11/30/2023,0.1,-0.5,0.7
395085,457,"Seneca, SC",msa,SC,11/30/2023,-0.1,-0.3,1.1
394866,458,"Minot, ND",msa,ND,11/30/2023,-0.4,-1.3,-4.1
394936,459,"Olean, NY",msa,NY,11/30/2023,0.2,0.3,1.3
394465,460,"Chillicothe, OH",msa,OH,11/30/2023,0.5,0.9,1
395077,461,"Searcy, AR",msa,AR,11/30/2023,0.1,0.2,-0.3
394638,462,"Grand Island, NE",msa,NE,11/30/2023,0,-0.2,-0.9
394994,463,"Port Angeles, WA",msa,WA,11/30/2023,0.1,-0.4,0.2
394350,464,"Auburn, NY",msa,NY,11/30/2023,0.3,0.1,0
394699,465,"Huntsville, TX",msa,TX,11/30/2023,-0.6,-1.3,-2.6
394738,466,"Keene, NH",msa,NH,11/30/2023,0.1,0.1,2.1
394674,467,"Heber, UT",msa,UT,11/30/2023,-0.4,-0.5,2
395010,468,"Quincy, IL",msa,IL,11/30/2023,0.3,0,-2.5
395062,469,"Sandusky, OH",msa,OH,11/30/2023,0.1,-0.3,-0.5
394593,470,"Findlay, OH",msa,OH,11/30/2023,0.2,0.2,-0.8
394614,471,"Frankfort, KY",msa,KY,11/30/2023,0.4,0.6,0.8
394516,472,"Danville, IL",msa,IL,11/30/2023,-0.2,-0.9,-2.9
394298,473,"Aberdeen, WA",msa,WA,11/30/2023,-0.2,-0.6,1
394999,474,"Portsmouth, OH",msa,OH,11/30/2023,0.5,0,-1.7
395106,475,"Somerset, PA",msa,PA,11/30/2023,-0.4,-0.7,-1
753928,476,"Wisconsin Rapids, WI",msa,WI,11/30/2023,0,-0.3,-1.1
753893,477,"Jefferson, GA",msa,GA,11/30/2023,0.1,0.1,2
394736,478,"Kapaa, HI",msa,HI,11/30/2023,-0.1,0,0.9
394955,479,"Palatka, FL",msa,FL,11/30/2023,0.2,1.2,3.6
394626,480,"Gallup, NM",msa,NM,11/30/2023,-0.4,-1.4,-4
394683,481,"Hobbs, NM",msa,NM,11/30/2023,-1,-3.1,-11
395088,482,"Shawnee, OK",msa,OK,11/30/2023,0.3,0.6,2.5
394884,484,"Mount Airy, NC",msa,NC,11/30/2023,0.5,0.6,2.4
395132,485,"Stevens Point, WI",msa,WI,11/30/2023,-0.1,-0.2,-1.2
394647,486,"Greeneville, TN",msa,TN,11/30/2023,0.3,0.8,3.2
394655,488,"Greenwood, SC",msa,SC,11/30/2023,-0.2,0.2,1.1
394764,489,"Lake City, FL",msa,FL,11/30/2023,0,0.2,2.2
394752,490,"Klamath Falls, OR",msa,OR,11/30/2023,0.1,0,1.2
394877,491,"Morehead City, NC",msa,NC,11/30/2023,0.2,0.3,2
394472,492,"Clearlake, CA",msa,CA,11/30/2023,-0.6,-1.8,-4.5
394305,493,"Alamogordo, NM",msa,NM,11/30/2023,0.2,0,1.2
395027,494,"Roanoke Rapids, NC",msa,NC,11/30/2023,-0.1,-0.1,-0.3
394587,495,"Farmington, MO",msa,MO,11/30/2023,-0.3,-0.5,-0.5
394897,496,"Muskogee, OK",msa,OK,11/30/2023,0.3,0.4,1.5
394826,497,"Marion, IN",msa,IN,11/30/2023,0.2,0.1,-0.3
394586,498,"Faribault, MN",msa,MN,11/30/2023,0,-0.1,-1.3
395021,499,"Richmond, IN",msa,IN,11/30/2023,-0.2,-0.5,-0.7
394829,500,"Marquette, MI",msa,MI,11/30/2023,-0.2,-0.6,-0.6
394922,501,"North Wilkesboro, NC",msa,NC,11/30/2023,-0.4,-0.6,1.5
394885,502,"Mount Pleasant, MI",msa,MI,11/30/2023,0,0.4,0.1
395024,503,"Rio Grande City, TX",msa,TX,11/30/2023,0,-1.3,-4.7
394827,504,"Marion, OH",msa,OH,11/30/2023,-0.3,-0.6,-0.3
394360,505,"Baraboo, WI",msa,WI,11/30/2023,-0.2,-0.4,-0.7
395016,506,"Red Bluff, CA",msa,CA,11/30/2023,-0.3,-1,-1.9
394825,507,"Marinette, WI",msa,WI,11/30/2023,-0.2,-0.5,0.6
395040,509,"Roswell, NM",msa,NM,11/30/2023,-0.5,-1.2,-3.6
395092,510,"Shelton, WA",msa,WA,11/30/2023,0,-0.3,0.7
394540,511,"Dublin, GA",msa,GA,11/30/2023,0.1,0.2,-0.2
394899,512,"Nacogdoches, TX",msa,TX,11/30/2023,-0.2,-0.5,-1.2
395105,513,"Somerset, KY",msa,KY,11/30/2023,-0.2,0.1,0.6
394496,514,"Coos Bay, OR",msa,OR,11/30/2023,-0.1,-0.3,0.5
394600,515,"Forest City, NC",msa,NC,11/30/2023,0.1,0.2,1.3
394836,516,"Martinsville, VA",msa,VA,11/30/2023,0.3,0.1,0.6
395020,517,"Rexburg, ID",msa,ID,11/30/2023,-0.5,-1.5,0.9
394787,518,"Lewiston, ID",msa,ID,11/30/2023,-0.2,-0.6,0.3
394759,519,"Laconia, NH",msa,NH,11/30/2023,0.2,0.4,3.2
394629,520,"Georgetown, SC",msa,SC,11/30/2023,0,-0.2,0.9
394343,521,"Athens, OH",msa,OH,11/30/2023,-0.2,-0.6,-2.6
395063,522,"Sanford, NC",msa,NC,11/30/2023,0,0.1,3.1
394570,523,"Enid, OK",msa,OK,11/30/2023,-0.1,-1,-4.1
394889,524,"Mount Vernon, OH",msa,OH,11/30/2023,0.1,-0.1,0.1
395199,525,"Walla Walla, WA",msa,WA,11/30/2023,-0.1,-0.2,0
394309,526,"Albemarle, NC",msa,NC,11/30/2023,0.3,0.3,2.5
394701,527,"Hutchinson, KS",msa,KS,11/30/2023,-0.2,-0.9,-1.9
394693,528,"Hudson, NY",msa,NY,11/30/2023,-0.1,-0.1,1.7
395124,529,"Starkville, MS",msa,MS,11/30/2023,-0.3,-1.1,-3.7
394443,530,"Carlsbad, NM",msa,NM,11/30/2023,-0.5,-1.9,-5.6
394631,531,"Gillette, WY",msa,WY,11/30/2023,-0.4,-1.2,-3.8
395136,532,"Sturgis, MI",msa,MI,11/30/2023,0.2,-0.1,-1
395044,533,"Rutland, VT",msa,VT,11/30/2023,0.1,0.1,0.4
394509,534,"Crossville, TN",msa,TN,11/30/2023,0.4,0.8,4.1
395071,536,"Sayre, PA",msa,PA,11/30/2023,0.2,-0.3,-2.2
395049,537,"Salina, KS",msa,KS,11/30/2023,-0.1,-0.6,-1.5
753903,538,"Marietta, OH",msa,OH,11/30/2023,-0.2,-0.7,-2.7
394591,539,"Fergus Falls, MN",msa,MN,11/30/2023,0,-0.5,-0.9
394362,540,"Barre, VT",msa,VT,11/30/2023,-0.2,-0.5,-0.3
394618,541,"Fremont, OH",msa,OH,11/30/2023,0.3,0,-0.5
394939,542,"Oneonta, NY",msa,NY,11/30/2023,0,-0.4,-1.2
394490,543,"Columbus, MS",msa,MS,11/30/2023,0,-0.6,-4
394923,544,"Norwalk, OH",msa,OH,11/30/2023,0.2,0.4,-0.9
394365,545,"Batavia, NY",msa,NY,11/30/2023,0.2,-0.1,0
394336,546,"Ardmore, OK",msa,OK,11/30/2023,0,-0.3,0.5
394956,547,"Palestine, TX",msa,TX,11/30/2023,0,0.1,1.2
394605,548,"Fort Madison, IA",msa,IA,11/30/2023,0.3,-0.3,-3.5
394456,549,"Charleston, IL",msa,IL,11/30/2023,0.1,-0.1,-2.1
394592,550,"Fernley, NV",msa,NV,11/30/2023,-0.2,-1.2,-2.3
394444,551,"Carson City, NV",msa,NV,11/30/2023,0.1,-0.3,-1.1
394551,552,"Eagle Pass, TX",msa,TX,11/30/2023,0,-1.1,-3.5
394432,553,"Calhoun, GA",msa,GA,11/30/2023,0.3,0.6,2.9
753877,554,"Cullowhee, NC",msa,NC,11/30/2023,0.3,0,1.2
394737,555,"Kearney, NE",msa,NE,11/30/2023,-0.2,-0.7,-2.2
394582,556,"Fairmont, WV",msa,WV,11/30/2023,-0.2,-0.5,-2.7
394940,557,"Ontario, OR",msa,OR,11/30/2023,-0.3,-0.9,2.8
394621,558,"Gaffney, SC",msa,SC,11/30/2023,-0.5,-0.4,-2.1
394977,559,"Picayune, MS",msa,MS,11/30/2023,0.2,-0.2,-2.4
395131,560,"Sterling, IL",msa,IL,11/30/2023,0,-0.4,-1.6
394411,561,"Branson, MO",msa,MO,11/30/2023,-0.3,-0.7,1.3
394446,562,"Cedar City, UT",msa,UT,11/30/2023,-0.1,-0.5,0.8
395216,563,"Waycross, GA",msa,GA,11/30/2023,0.3,0.7,2.1
394951,564,"Oxford, MS",msa,MS,11/30/2023,0.2,-0.2,-1.4
394721,565,"Jasper, IN",msa,IN,11/30/2023,-0.1,-0.5,-1.2
394556,566,"Edwards, CO",msa,CO,11/30/2023,0.2,0.2,2.7
394547,567,"Durango, CO",msa,CO,11/30/2023,0,-0.6,-0.1
394750,568,"Kinston, NC",msa,NC,11/30/2023,0.1,0.4,2.9
753920,569,"Sonora, CA",msa,CA,11/30/2023,-0.8,-2.4,-4.8
395157,570,"Tiffin, OH",msa,OH,11/30/2023,0.4,0.4,-0.2
394366,571,"Batesville, AR",msa,AR,11/30/2023,-0.5,-1.4,-4
394989,572,"Point Pleasant, WV",msa,OH,11/30/2023,0,-0.6,-1.7
394566,573,"Elko, NV",msa,NV,11/30/2023,0.1,-0.6,-2.5
394517,574,"Danville, KY",msa,KY,11/30/2023,0.1,0.2,0.7
394632,575,"Glasgow, KY",msa,KY,11/30/2023,0.2,0.6,0.7
395122,576,"St. Marys, GA",msa,GA,11/30/2023,0.2,0.4,2.2
394402,577,"Boone, NC",msa,NC,11/30/2023,0.1,0,2.6
395204,578,"Warrensburg, MO",msa,MO,11/30/2023,-0.4,-0.7,-0.9
394634,579,"Gloversville, NY",msa,NY,11/30/2023,0.4,0.1,-0.3
394604,580,"Fort Leonard Wood, MO",msa,MO,11/30/2023,0.1,-0.2,-0.7
394993,581,"Poplar Bluff, MO",msa,MO,11/30/2023,-0.6,-1.5,-3.6
394562,582,"Elizabeth City, NC",msa,NC,11/30/2023,0.2,0.2,0.3
394967,583,"Payson, AZ",msa,AZ,11/30/2023,0.1,-0.3,1.3
394344,584,"Athens, TN",msa,TN,11/30/2023,0.3,0.4,2.1
394571,585,"Enterprise, AL",msa,AL,11/30/2023,0.2,-0.2,-1.3
394339,586,"Ashland, OH",msa,OH,11/30/2023,0.1,-0.6,-0.7
395073,587,"Scottsboro, AL",msa,AL,11/30/2023,0.1,0,0.3
394861,588,"Milledgeville, GA",msa,GA,11/30/2023,0.3,0.4,0.9
394742,589,"Kerrville, TX",msa,TX,11/30/2023,-0.3,-0.9,-1.1
394363,590,"Bartlesville, OK",msa,OK,11/30/2023,0.3,0.2,-0.1
394985,591,"Platteville, WI",msa,WI,11/30/2023,-0.3,-0.4,-1.1
394503,592,"Corsicana, TX",msa,TX,11/30/2023,-0.4,-0.7,0.1
394652,593,"Greenville, OH",msa,OH,11/30/2023,0.1,-0.4,-0.3
395029,594,"Rochelle, IL",msa,IL,11/30/2023,0.4,0.5,-1.2
394538,596,"Douglas, GA",msa,GA,11/30/2023,0,0,0.9
394933,597,"Oil City, PA",msa,PA,11/30/2023,-0.1,-0.2,-1.2
394838,598,"Mason City, IA",msa,IA,11/30/2023,0,-0.6,-2.1
394717,599,"Jacksonville, TX",msa,TX,11/30/2023,-0.1,0.2,2.1
394625,600,"Galesburg, IL",msa,IL,11/30/2023,0.9,0.1,-4
394954,601,"Pahrump, NV",msa,NV,11/30/2023,0,-0.4,0.8
394963,602,"Paris, TX",msa,TX,11/30/2023,-0.7,-2,-3.1
395234,603,"Winona, MN",msa,MN,11/30/2023,0.2,-0.2,-1.2
753905,604,"Newport, OR",msa,OR,11/30/2023,-0.1,-0.3,1.3
394878,605,"Morgan City, LA",msa,LA,11/30/2023,0.3,0.4,-4.6
395091,606,"Shelbyville, TN",msa,TN,11/30/2023,0.3,0.5,2.7
394326,607,"Amsterdam, NY",msa,NY,11/30/2023,0.5,0.3,0.5
753911,608,"Ozark, AL",msa,AL,11/30/2023,0.1,0.3,-0.1
394316,609,"Alice, TX",msa,TX,11/30/2023,-0.9,-2.2,-8.9
394628,610,"Gardnerville Ranchos, NV",msa,NV,11/30/2023,-0.1,-0.8,-1.3
394608,611,"Fort Polk South, LA",msa,LA,11/30/2023,-0.2,-1,-4.4
394437,612,"Ca-Â¦on City, CO",msa,CO,11/30/2023,-0.3,-0.5,0.4
394903,613,"Natchez, MS",msa,LA,11/30/2023,-1.2,-3.5,-7.3
394906,614,"New Castle, IN",msa,IN,11/30/2023,0.1,0.2,1.5
394478,615,"Clovis, NM",msa,NM,11/30/2023,-1,-2.4,-5.5
394919,616,"Norfolk, NE",msa,NE,11/30/2023,0,-0.6,-2
394431,617,"Cadillac, MI",msa,MI,11/30/2023,-0.2,0.3,0.3
395043,618,"Ruston, LA",msa,LA,11/30/2023,-0.1,-0.9,-4.4
395097,619,"Sidney, OH",msa,OH,11/30/2023,0.1,-0.6,-1.6
395008,620,"Pullman, WA",msa,WA,11/30/2023,0.1,0.2,0.4
394819,621,"Malone, NY",msa,NY,11/30/2023,-0.1,0.1,-0.2
394527,622,"Del Rio, TX",msa,TX,11/30/2023,0.3,0.2,-0.6
394391,623,"Blackfoot, ID",msa,ID,11/30/2023,-0.1,-0.9,1.7
395017,624,"Red Wing, MN",msa,MN,11/30/2023,-0.1,-0.2,-1.4
394918,625,"Nogales, AZ",msa,AZ,11/30/2023,0.2,0.1,1.9
395144,626,"Tahlequah, OK",msa,OK,11/30/2023,-0.2,-0.4,1.2
394739,627,"Kendallville, IN",msa,IN,11/30/2023,-0.3,-0.3,0.2
394876,628,"Montrose, CO",msa,CO,11/30/2023,-0.1,-0.6,0.3
394504,629,"Cortland, NY",msa,NY,11/30/2023,0.1,-0.3,-1.7
394887,630,"Mount Sterling, KY",msa,KY,11/30/2023,0,0.2,0.5
394477,631,"Clinton, IA",msa,IA,11/30/2023,-0.2,-0.9,-2.7
753916,632,"Sandpoint, ID",msa,ID,11/30/2023,-0.4,-1.4,1.9
753865,633,"Bardstown, KY",msa,KY,11/30/2023,0.2,0.4,1
395201,634,"Wapakoneta, OH",msa,OH,11/30/2023,0.1,-0.4,-1.3
394987,635,"Plymouth, IN",msa,IN,11/30/2023,-0.2,-0.6,0
394789,636,"Lewistown, PA",msa,PA,11/30/2023,0,0.3,0.6
394379,637,"Bemidji, MN",msa,MN,11/30/2023,0.1,-0.4,-0.6
394377,638,"Bellefontaine, OH",msa,OH,11/30/2023,0.1,0.1,0.2
395087,639,"Seymour, IN",msa,IN,11/30/2023,0,-0.2,-0.4
394426,640,"Burley, ID",msa,ID,11/30/2023,-0.1,-0.4,2.2
394548,641,"Durant, OK",msa,OK,11/30/2023,0.2,0.4,1.8
394883,642,"Moultrie, GA",msa,GA,11/30/2023,0.7,0.9,-0.3
394398,643,"Bogalusa, LA",msa,LA,11/30/2023,-0.4,-1,-5.7
394500,644,"Cornelia, GA",msa,GA,11/30/2023,0.2,0.5,3.4
753889,645,"Hillsdale, MI",msa,MI,11/30/2023,0,-0.6,-1.9
395155,646,"Thomasville, GA",msa,GA,11/30/2023,0.4,0.8,1
394961,647,"Paragould, AR",msa,AR,11/30/2023,-0.2,-0.5,-1.2
394650,648,"Greenville, MS",msa,MS,11/30/2023,-1.5,-5.3,-15.1
394427,649,"Burlington, IA",msa,IA,11/30/2023,0,-0.8,-4.4
394817,650,"Madisonville, KY",msa,KY,11/30/2023,0.7,1,1.1
394850,651,"Menomonie, WI",msa,WI,11/30/2023,-0.5,-1,-1
753918,652,"Shawano, WI",msa,WI,11/30/2023,0,-0.1,0.6
395189,653,"Vicksburg, MS",msa,MS,11/30/2023,-0.1,-1.1,-5
394375,654,"Bedford, IN",msa,IN,11/30/2023,0,-0.1,1
395208,656,"Washington, NC",msa,NC,11/30/2023,0.5,0.8,2
394616,657,"Freeport, IL",msa,IL,11/30/2023,0.1,0.1,0.5
394667,658,"Harrison, AR",msa,AR,11/30/2023,0,-0.2,0.8
395037,659,"Rolla, MO",msa,MO,11/30/2023,-0.1,-0.4,-0.7
394482,660,"Coldwater, MI",msa,MI,11/30/2023,0.2,0,-1.6
753904,661,"Marion, NC",msa,NC,11/30/2023,0.4,0.9,1.9
394695,662,"Huntingdon, PA",msa,PA,11/30/2023,-0.3,-1.5,-2.5
394567,663,"Ellensburg, WA",msa,WA,11/30/2023,-0.3,-0.9,-0.5
394990,664,"Ponca City, OK",msa,OK,11/30/2023,-0.1,-0.2,-0.8
394779,665,"Lawrenceburg, TN",msa,TN,11/30/2023,0.1,0.6,2.7
394842,666,"McAlester, OK",msa,OK,11/30/2023,0.3,0.5,0.4
394886,667,"Mount Pleasant, TX",msa,TX,11/30/2023,0,-0.1,0.7
395228,668,"Willmar, MN",msa,MN,11/30/2023,0,-0.4,-0.9
395034,669,"Rockingham, NC",msa,NC,11/30/2023,0.2,0.4,0.8
394895,670,"Muscatine, IA",msa,IA,11/30/2023,-0.2,-1.1,-3.5
394785,671,"Lewisburg, PA",msa,PA,11/30/2023,0,-0.3,-1.7
394349,672,"Auburn, IN",msa,IN,11/30/2023,0,-0.3,-0.3
394545,673,"Duncan, OK",msa,OK,11/30/2023,0.5,0.5,0.4
395081,674,"Sedalia, MO",msa,MO,11/30/2023,0.4,1.1,2.3
394448,675,"Cedartown, GA",msa,GA,11/30/2023,0.1,0.5,3.8
394677,676,"Henderson, NC",msa,NC,11/30/2023,0.4,0.8,2.9
394297,677,"Aberdeen, SD",msa,SD,11/30/2023,0.1,-0.3,-1.8
395032,678,"Rock Springs, WY",msa,WY,11/30/2023,-0.2,-0.6,-3.5
394627,679,"Garden City, KS",msa,KS,11/30/2023,-0.2,-0.7,-1.4
395129,680,"Stephenville, TX",msa,TX,11/30/2023,0,0.1,1.3
394449,681,"Celina, OH",msa,OH,11/30/2023,0.1,-0.4,-0.5
395230,682,"Wilmington, OH",msa,OH,11/30/2023,0,0.3,0.8
394424,683,"Bucyrus, OH",msa,OH,11/30/2023,-0.1,0,1.1
394319,684,"Alma, MI",msa,MI,11/30/2023,-0.6,-0.8,-2
394558,685,"El Campo, TX",msa,TX,11/30/2023,-0.7,-1.9,-4.1
394891,686,"Mountain Home, AR",msa,AR,11/30/2023,-0.3,-1,-1.4
394624,687,"Gainesville, TX",msa,TX,11/30/2023,-0.3,-0.6,-0.3
395158,688,"Tifton, GA",msa,GA,11/30/2023,0.1,-0.1,-0.8
394397,689,"Blytheville, AR",msa,AR,11/30/2023,0.4,0.1,-2.7
394845,690,"McMinnville, TN",msa,TN,11/30/2023,0.3,0.8,3.9
394341,691,"Astoria, OR",msa,OR,11/30/2023,-0.3,-0.7,0.3
394409,692,"Bradford, PA",msa,PA,11/30/2023,0,-0.5,-3.4
394574,693,"Espa-Â¦ola, NM",msa,NM,11/30/2023,0.2,0.1,-1.2
394844,694,"McComb, MS",msa,MS,11/30/2023,-1.9,-3.4,-8.4
753866,695,"Big Stone Gap, VA",msa,VA,11/30/2023,0.1,0.1,-1.2
394833,696,"Marshalltown, IA",msa,IA,11/30/2023,-0.2,-0.8,-2.3
394384,697,"Big Rapids, MI",msa,MI,11/30/2023,-0.3,-0.3,-0.4
394354,698,"Austin, MN",msa,MN,11/30/2023,0.1,0.1,0.3
